Entry,YEAR,COMPLEX,MEADOW,DATE,WATCH,OBSERVER,PLOT,STATUS,SPP_CODE,SPP_NAME,NO_STALK,NO_FLW,TOT_FLW,OLD_TOT_FLW
1454,2013,Lookout,LO,7/10/2013,2,Scott,8,FLW,NAVADIVA,Navarretia divaricata,280,4,1120,15
1466,2013,Lookout,LO,7/10/2013,2,Scott,10,FLW,NAVADIVA,Navarretia divaricata,430,3,1290,45
2606,2013,Frissel,RP1,7/4/2013,1,Scott,4,FLW,NAVADIVA,Navarretia divaricata,500,3,1500,243
2207,2013,Frissel,M2,7/17/2013,3,Scott,10,FLW,NAVADIVA,Navarretia divaricata,380,5,1900,528
45,2011,Bunchgrass,BD,8/2/2011,3,"Andy, Tim",1,FLW,ORTHIMBR,Orthocarpus imbricatus,1,1,1,1
1248,2011,Cone,CNT,8/5/2011,3,Andy,5,FLW,ORTHIMBR,Orthocarpus imbricatus,1,1,1,1
1437,2011,Carpenter,CPB,8/2/2011,3,Sam,1,FLW,ORTHIMBR,Orthocarpus imbricatus,1,1,1,1
1785,2011,Carpenter,CPM,8/9/2011,4,Andy,5,FLW,ORTHIMBR,Orthocarpus imbricatus,1,1,1,1
3064,2011,Frissel,M2,7/26/2011,2,"Tim, Andy",4,FLW,ORTHIMBR,Orthocarpus imbricatus,1,1,1,25
2323,2013,Frissel,M2,8/7/2013,6,Noelle,1,FLW,ORTHIMBR,Orthocarpus imbricatus,1,1,1,2
3059,2013,Frissel,RP2,8/21/2013,7,ALR,10,FLW,ORTHIMBR,Orthocarpus imbricatus,1,1,1,13
2559,2014,Frissel,NE,7/8/2014,1,IP,2,FLW,ORTHIMBR,Orthocarpus imbricatus,1,1,1,55
928,2011,Cone,CNM,8/5/2011,3,Andy,1,FLW,ORTHIMBR,Orthocarpus imbricatus,1,2,2,2
880,2012,Cone,CNM,8/10/2014,4,Andy,7,FLW,ORTHIMBR,Orthocarpus imbricatus,1,2,2,2
963,2012,Cone,CNT,7/24/2014,2,Vera,2,FLW,ORTHIMBR,Orthocarpus imbricatus,1,2,2,36
977,2012,Cone,CNT,7/24/2014,2,Andy,6,FLW,ORTHIMBR,Orthocarpus imbricatus,1,2,2,80
1041,2012,Cone,CNT,8/10/2014,4,Andy,8,FLW,ORTHIMBR,Orthocarpus imbricatus,1,2,2,220
1051,2012,Cone,CNT,8/16/2014,5,Andy,4,FLW,ORTHIMBR,Orthocarpus imbricatus,1,2,2,2
2590,2012,Frissel,M2,7/17/2014,2,Andy,3,FLW,ORTHIMBR,Orthocarpus imbricatus,1,2,2,37.8
71,2013,Carpenter,CPB,7/16/2013,3,Kyra,4,FLW,ORTHIMBR,Orthocarpus imbricatus,2,1,2,62
202,2013,Carpenter,CPB,8/6/2013,6,Fabian,6,FLW,ORTHIMBR,Orthocarpus imbricatus,1,2,2,91
228,2013,Carpenter,CPB,8/14/2013,7,Vera,6,FLW,ORTHIMBR,Orthocarpus imbricatus,1,2,2,22.5
555,2013,Carpenter,CPM,8/13/2013,7,ALR,2,FLW,ORTHIMBR,Orthocarpus imbricatus,2,1,2,5
560,2013,Carpenter,CPM,8/13/2013,7,ALR,3,FLW,ORTHIMBR,Orthocarpus imbricatus,2,1,2,141
2442,2013,Frissel,NE,7/11/2013,2,Kyra,8,FLW,ORTHIMBR,Orthocarpus imbricatus,2,1,2,120
1912,2014,Carpenter,CPB,7/31/2014,4,DY,4,FLW,ORTHIMBR,Orthocarpus imbricatus,1,2,2,6
2009,2014,Frissel,NE,7/17/2014,2,DY,4,FLW,ORTHIMBR,Orthocarpus imbricatus,1,2,2,120
3052,2011,Frissel,M2,7/26/2011,2,"Tim, Andy",3,FLW,ORTHIMBR,Orthocarpus imbricatus,2,1.5,3,3
3077,2011,Frissel,M2,7/26/2011,2,"Tim, Andy",5,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,23.1
173,2012,Bunchgrass,BD,8/14/2014,5,Andy,1,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,91
607,2012,Cone,CNE,8/3/2014,3,Vera,2,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,17.5
793,2012,Cone,CNM,7/24/2014,2,Andy,6,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,9
856,2012,Cone,CNM,8/3/2014,3,Andy,10,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,175
885,2012,Cone,CNM,8/10/2014,4,Andy,9,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,1
2747,2012,Frissel,M2,8/2/2014,3,Andy,6,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,12.5
95,2013,Carpenter,CPB,7/16/2013,3,Scott,8,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,72
463,2013,Carpenter,CPM,7/22/2013,4,ALR,3,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,4
502,2013,Carpenter,CPM,7/29/2013,5,Fabian,3,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,60
1210,2013,Lookout,LM,7/15/2013,3,Kyra,9,FLW,ORTHIMBR,Orthocarpus imbricatus,3,1,3,4
1941,2014,Carpenter,CPM,7/29/2014,3,RD,6,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,65
2011,2014,Frissel,NE,7/30/2014,4,DY,4,FLW,ORTHIMBR,Orthocarpus imbricatus,1,3,3,90
49,2011,Bunchgrass,BD,8/2/2011,3,"Andy, Tim",2,FLW,ORTHIMBR,Orthocarpus imbricatus,2,2,4,4
1033,2011,Cone,CNM,8/12/2011,4,Andy,7,FLW,ORTHIMBR,Orthocarpus imbricatus,2,2,4,4
1808,2011,Carpenter,CPM,8/9/2011,4,Alina,7,FLW,ORTHIMBR,Orthocarpus imbricatus,1,4,4,4
2542,2011,Lookout,LM,8/4/2011,3,Alina,10,FLW,ORTHIMBR,Orthocarpus imbricatus,1,4,4,1
3489,2011,Frissel,RP1,7/26/2011,2,Vera,6,FLW,ORTHIMBR,Orthocarpus imbricatus,2,2,4,11.2
67,2012,Bunchgrass,BD,7/12/2014,2,Brian/Andy,8,FLW,ORTHIMBR,Orthocarpus imbricatus,1,4,4,50
337,2012,Bunchgrass,BH,8/1/2014,3,Andy,7,FLW,ORTHIMBR,Orthocarpus imbricatus,2,2,4,1
818,2012,Cone,CNM,8/3/2014,3,Andy,1,FLW,ORTHIMBR,Orthocarpus imbricatus,2,2,4,2
825,2012,Cone,CNM,8/3/2014,3,Andy,2,FLW,ORTHIMBR,Orthocarpus imbricatus,2,2,4,3000
835,2012,Cone,CNM,8/3/2014,3,Andy,6,FLW,ORTHIMBR,Orthocarpus imbricatus,1,4,4,15
861,2012,Cone,CNM,8/10/2014,4,Andy,1,FLW,ORTHIMBR,Orthocarpus imbricatus,2,2,4,5
2641,2012,Frissel,M2,7/17/2014,2,Andy,7,FLW,ORTHIMBR,Orthocarpus imbricatus,1,4,4,22
2830,2012,Frissel,M2,8/9/2014,4,Andy,6,FLW,ORTHIMBR,Orthocarpus imbricatus,2,2,4,12
1968,2014,Frissel,M2,7/17/2014,2,KH,8,FLW,ORTHIMBR,Orthocarpus imbricatus,1,4,4,29.04
2014,2014,Frissel,NE,7/8/2014,1,AM,7,FLW,ORTHIMBR,Orthocarpus imbricatus,1,4,4,4
2010,2014,Frissel,NE,7/26/2014,3,KH,4,FLW,ORTHIMBR,Orthocarpus imbricatus,1,4,4,96.99
2013,2014,Frissel,NE,7/26/2014,3,DY,6,FLW,ORTHIMBR,Orthocarpus imbricatus,1,4,4,165
2012,2014,Frissel,NE,8/6/2014,5,RD,4,FLW,ORTHIMBR,Orthocarpus imbricatus,1,4,4,1
1024,2011,Cone,CNM,8/12/2011,4,Andy,6,FLW,ORTHIMBR,Orthocarpus imbricatus,2,2.2,4.4,4.4
2602,2012,Frissel,M2,7/17/2014,2,Andy,4,FLW,ORTHIMBR,Orthocarpus imbricatus,2,2.3,4.6,13
974,2011,Cone,CNM,8/5/2011,3,Tim,7,FLW,ORTHIMBR,Orthocarpus imbricatus,1,5,5,5
1243,2011,Cone,CNT,8/5/2011,3,Andy,4,FLW,ORTHIMBR,Orthocarpus imbricatus,2,2.5,5,5
1733,2011,Carpenter,CPM,8/2/2011,3,Vera,7,FLW,ORTHIMBR,Orthocarpus imbricatus,1,5,5,5
1758,2011,Carpenter,CPM,8/9/2011,4,Alina,1,FLW,ORTHIMBR,Orthocarpus imbricatus,5,1,5,5
2641,2011,Lookout,LM,8/21/2011,5,Vera,4,FLW,ORTHIMBR,Orthocarpus imbricatus,1,5,5,288
342,2012,Bunchgrass,BH,8/1/2014,3,Andy,8,FLW,ORTHIMBR,Orthocarpus imbricatus,1,5,5,798
832,2012,Cone,CNM,8/3/2014,3,Andy,4,FLW,ORTHIMBR,Orthocarpus imbricatus,1,5,5,500
894,2012,Cone,CNM,8/16/2014,5,Andy,4,FLW,ORTHIMBR,Orthocarpus imbricatus,1,5,5,60
1050,2012,Cone,CNT,8/16/2014,5,Andy,3,FLW,ORTHIMBR,Orthocarpus imbricatus,1,5,5,2
2627,2012,Frissel,M2,7/17/2014,2,Andy,6,FLW,ORTHIMBR,Orthocarpus imbricatus,1,5,5,11
78,2013,Carpenter,CPB,7/16/2013,3,Kyra,5,FLW,ORTHIMBR,Orthocarpus imbricatus,5,1,5,12
121,2013,Carpenter,CPB,7/22/2013,4,Fabian,4,FLW,ORTHIMBR,Orthocarpus imbricatus,5,1,5,21
507,2013,Carpenter,CPM,7/29/2013,5,Fabian,5,FLW,ORTHIMBR,Orthocarpus imbricatus,1,5,5,61
1920,2014,Carpenter,CPB,7/29/2014,3,LKB,8,FLW,ORTHIMBR,Orthocarpus imbricatus,1,5,5,9
2626,2011,Lookout,LM,8/21/2011,5,Vera,1,FLW,ORTHIMBR,Orthocarpus imbricatus,1,6,6,4
1007,2012,Cone,CNT,8/3/2014,3,Vera,3,FLW,ORTHIMBR,Orthocarpus imbricatus,1,6,6,930
61,2013,Carpenter,CPB,7/16/2013,3,Kyra,1,FLW,ORTHIMBR,Orthocarpus imbricatus,6,1,6,52.5
1075,2013,Lookout,LM,7/9/2013,2,Noelle,4,FLW,ORTHIMBR,Orthocarpus imbricatus,2,3,6,5
2489,2013,Frissel,NE,7/17/2013,3,Scott,10,FLW,ORTHIMBR,Orthocarpus imbricatus,2,3,6,8
2577,2013,Frissel,NE,8/21/2013,7,Vera,7,FLW,ORTHIMBR,Orthocarpus imbricatus,2,3,6,6
2578,2013,Frissel,NE,8/21/2013,7,Vera,8,FLW,ORTHIMBR,Orthocarpus imbricatus,2,3,6,35
1913,2014,Carpenter,CPB,8/7/2014,5,IP,4,FLW,ORTHIMBR,Orthocarpus imbricatus,2,3,6,2
1945,2014,Carpenter,CPM,7/10/2014,2,JL,9,FLW,ORTHIMBR,Orthocarpus imbricatus,2,3,6,9
1938,2014,Carpenter,CPM,7/29/2014,3,DY,5,FLW,ORTHIMBR,Orthocarpus imbricatus,2,3,6,18
1956,2014,Lookout,LM,8/1/2014,4,RM,2,FLW,ORTHIMBR,Orthocarpus imbricatus,2,3,6,140
992,2011,Cone,CNM,8/12/2011,4,Andy,1,FLW,ORTHIMBR,Orthocarpus imbricatus,2,3.2,6.4,6.4
1910,2014,Carpenter,CPB,8/7/2014,5,JL,3,FLW,ORTHIMBR,Orthocarpus imbricatus,3,2.333333333,6.999999999,140
124,2011,Bunchgrass,BD,8/22/2011,5,Vera,5,FLW,ORTHIMBR,Orthocarpus imbricatus,1,7,7,7
297,2011,Bunchgrass,BH,8/2/2011,3,"Tim, Andy",10,FLW,ORTHIMBR,Orthocarpus imbricatus,1,7,7,7
1869,2011,Carpenter,CPM,8/18/2011,5,Vera,7,FLW,ORTHIMBR,Orthocarpus imbricatus,2,3.5,7,7
967,2012,Cone,CNT,7/24/2014,2,Mark,3,FLW,ORTHIMBR,Orthocarpus imbricatus,1,7,7,450
1967,2014,Frissel,M2,7/17/2014,2,KH,7,FLW,ORTHIMBR,Orthocarpus imbricatus,2,3.5,7,12.99
1455,2011,Carpenter,CPB,8/2/2011,3,Alina,4,FLW,ORTHIMBR,Orthocarpus imbricatus,3,2.5,7.5,7.5
498,2013,Carpenter,CPM,7/29/2013,5,Fabian,1,FLW,ORTHIMBR,Orthocarpus imbricatus,5,1.5,7.5,180
1840,2011,Carpenter,CPM,8/18/2011,5,Vera,2,FLW,ORTHIMBR,Orthocarpus imbricatus,2,4,8,8
750,2012,Cone,CNM,7/24/2014,2,Andy,1,FLW,ORTHIMBR,Orthocarpus imbricatus,2,4,8,57
1049,2012,Cone,CNT,8/16/2014,5,Andy,2,FLW,ORTHIMBR,Orthocarpus imbricatus,2,4,8,5
1062,2012,Cone,CNT,8/16/2014,5,Andy,9,FLW,ORTHIMBR,Orthocarpus imbricatus,2,4,8,6
1283,2012,Carpenter,CPB,8/15/2014,5,Vera,10,FLW,ORTHIMBR,Orthocarpus imbricatus,2,4,8,6.8
1452,2012,Carpenter,CPM,8/8/2014,4,Andy,3,FLW,ORTHIMBR,Orthocarpus imbricatus,4,2,8,1484
1875,2012,Lookout,LM,7/25/2014,2,Mark,2,FLW,ORTHIMBR,Orthocarpus imbricatus,2,4,8,4
66,2013,Carpenter,CPB,7/16/2013,3,Kyra,2,FLW,ORTHIMBR,Orthocarpus imbricatus,8,1,8,2
528,2013,Carpenter,CPM,8/6/2013,6,Kyra,3,FLW,ORTHIMBR,Orthocarpus imbricatus,4,2,8,44
2580,2013,Frissel,NE,8/21/2013,7,Vera,10,FLW,ORTHIMBR,Orthocarpus imbricatus,1,8,8,56
1997,2014,Frissel,NE,7/17/2014,2,KH,1,FLW,ORTHIMBR,Orthocarpus imbricatus,2,4,8,25
950,2011,Cone,CNM,8/5/2011,3,Andy,4,FLW,ORTHIMBR,Orthocarpus imbricatus,5,1.8,9,9
977,2011,Cone,CNM,8/5/2011,3,Tim,8,FLW,ORTHIMBR,Orthocarpus imbricatus,2,4.5,9,9
1011,2011,Cone,CNM,8/12/2011,4,Andy,4,FLW,ORTHIMBR,Orthocarpus imbricatus,9,1,9,9
318,2012,Bunchgrass,BH,8/1/2014,3,Andy,3,FLW,ORTHIMBR,Orthocarpus imbricatus,3,3,9,48
1026,2012,Cone,CNT,8/10/2014,4,Andy,2,FLW,ORTHIMBR,Orthocarpus imbricatus,3,3,9,3
524,2013,Carpenter,CPM,8/6/2013,6,Kyra,1,FLW,ORTHIMBR,Orthocarpus imbricatus,3,3,9,330
1982,2014,Frissel,M2,7/30/2014,4,RD,5,FLW,ORTHIMBR,Orthocarpus imbricatus,3,3,9,330
761,2012,Cone,CNM,7/24/2014,2,Andy,2,FLW,ORTHIMBR,Orthocarpus imbricatus,4,2.3,9.2,15
679,2011,Cone,CNE,8/20/2011,5,Vera,2,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5,10,10
1507,2011,Carpenter,CPB,8/9/2011,4,Tiffany,3,FLW,ORTHIMBR,Orthocarpus imbricatus,5,2,10,10
3031,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",1,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5,10,109.2
878,2012,Cone,CNM,8/10/2014,4,Andy,6,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5,10,4
1059,2012,Cone,CNT,8/16/2014,5,Andy,7,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5,10,NA
2567,2012,Frissel,M2,7/17/2014,2,Andy,1,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5,10,12
2656,2012,Frissel,M2,7/17/2014,2,Andy,8,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5,10,6
88,2013,Carpenter,CPB,7/16/2013,3,Scott,7,FLW,ORTHIMBR,Orthocarpus imbricatus,5,2,10,8
123,2013,Carpenter,CPB,7/22/2013,4,Fabian,5,FLW,ORTHIMBR,Orthocarpus imbricatus,10,1,10,37
139,2013,Carpenter,CPB,7/22/2013,4,ALR,8,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5,10,560
553,2013,Carpenter,CPM,8/13/2013,7,ALR,1,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5,10,8
1911,2014,Carpenter,CPB,7/29/2014,3,LKB,4,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5,10,10
1921,2014,Carpenter,CPB,7/31/2014,4,RD,8,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5,10,15
1957,2014,Lookout,LM,8/5/2014,5,RD,2,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5,10,128
1612,2011,Carpenter,CPB,9/8/2011,6,Vera,9,FLW,ORTHIMBR,Orthocarpus imbricatus,1,11,11,11
841,2012,Cone,CNM,8/3/2014,3,Andy,7,FLW,ORTHIMBR,Orthocarpus imbricatus,1,11,11,172.5
2097,2013,Frissel,M2,7/11/2013,2,ALR,6,FLW,ORTHIMBR,Orthocarpus imbricatus,2,5.5,11,6
1037,2012,Cone,CNT,8/10/2014,4,Andy,6,FLW,ORTHIMBR,Orthocarpus imbricatus,9,1.3,11.7,45.9
2755,2012,Frissel,M2,8/2/2014,3,Andy,7,FLW,ORTHIMBR,Orthocarpus imbricatus,2,6,12,148.4
2546,2013,Frissel,NE,8/7/2013,6,Fabian,2,FLW,ORTHIMBR,Orthocarpus imbricatus,4,3,12,22.5
1922,2014,Carpenter,CPB,8/7/2014,5,JL,8,FLW,ORTHIMBR,Orthocarpus imbricatus,3,4,12,20
1946,2014,Carpenter,CPM,7/29/2014,3,RD,9,FLW,ORTHIMBR,Orthocarpus imbricatus,4,3,12,288
2020,2014,Frissel,NE,7/17/2014,2,RM,8,FLW,ORTHIMBR,Orthocarpus imbricatus,4,3,12,1
1943,2014,Carpenter,CPM,8/7/2014,5,DY,6,FLW,ORTHIMBR,Orthocarpus imbricatus,5,2.5,12.5,15
1976,2014,Frissel,M2,7/26/2014,3,KH,8,FLW,ORTHIMBR,Orthocarpus imbricatus,3,4.33,12.99,6
204,2013,Carpenter,CPB,8/6/2013,6,Fabian,7,FLW,ORTHIMBR,Orthocarpus imbricatus,13,1,13,124.5
2267,2013,Frissel,M2,8/2/2013,5,Scott,1,FLW,ORTHIMBR,Orthocarpus imbricatus,6,2.17,13.02,38
3098,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",7,FLW,ORTHIMBR,Orthocarpus imbricatus,6,2.3,13.8,436.8
1314,2011,Cone,CNT,8/12/2011,4,Andy,10,FLW,ORTHIMBR,Orthocarpus imbricatus,7,2,14,14
1507,2012,Carpenter,CPM,8/15/2014,5,Andy,5,FLW,ORTHIMBR,Orthocarpus imbricatus,2,7,14,140
101,2013,Carpenter,CPB,7/16/2013,3,Scott,9,FLW,ORTHIMBR,Orthocarpus imbricatus,7,2,14,2
1915,2014,Carpenter,CPB,7/31/2014,4,DY,5,FLW,ORTHIMBR,Orthocarpus imbricatus,1,14,14,14.3
1992,2014,Frissel,M2,8/6/2014,5,RD,7,FLW,ORTHIMBR,Orthocarpus imbricatus,7,2,14,6
1037,2011,Cone,CNM,8/12/2011,4,Andy,8,FLW,ORTHIMBR,Orthocarpus imbricatus,7,2.1,14.7,14.7
1169,2012,Carpenter,CPB,7/31/2014,3,Mark,5,FLW,ORTHIMBR,Orthocarpus imbricatus,5,3,15,3000
178,2013,Carpenter,CPB,7/29/2013,5,Noelle,8,FLW,ORTHIMBR,Orthocarpus imbricatus,6,2.5,15,42
214,2013,Carpenter,CPB,8/14/2013,7,Vera,1,FLW,ORTHIMBR,Orthocarpus imbricatus,3,5,15,2
1930,2014,Carpenter,CPM,7/31/2014,4,RM,1,FLW,ORTHIMBR,Orthocarpus imbricatus,5,3,15,58.5
1960,2014,Lookout,LM,8/1/2014,4,IP,7,FLW,ORTHIMBR,Orthocarpus imbricatus,5,3,15,42
1966,2014,Frissel,M2,7/17/2014,2,KH,6,FLW,ORTHIMBR,Orthocarpus imbricatus,5,3,15,26
1970,2014,Frissel,M2,7/17/2014,2,DY,10,FLW,ORTHIMBR,Orthocarpus imbricatus,5,3,15,15
1973,2014,Frissel,M2,7/26/2014,3,DY,3,FLW,ORTHIMBR,Orthocarpus imbricatus,6,2.5,15,875
998,2011,Cone,CNM,8/12/2011,4,Andy,2,FLW,ORTHIMBR,Orthocarpus imbricatus,4,4,16,16
1855,2011,Carpenter,CPM,8/18/2011,5,Vera,5,FLW,ORTHIMBR,Orthocarpus imbricatus,2,8,16,16
867,2012,Cone,CNM,8/10/2014,4,Andy,2,FLW,ORTHIMBR,Orthocarpus imbricatus,4,4,16,2
1942,2012,Lookout,LM,7/25/2014,2,Mark,9,FLW,ORTHIMBR,Orthocarpus imbricatus,4,4,16,2
1954,2012,Lookout,LM,7/25/2014,2,Mark,10,FLW,ORTHIMBR,Orthocarpus imbricatus,4,4,16,45.2
2836,2012,Frissel,M2,8/9/2014,4,Andy,7,FLW,ORTHIMBR,Orthocarpus imbricatus,4,4,16,1
3022,2012,Frissel,RP1,7/17/2014,2,Linnet,10,FLW,ORTHIMBR,Orthocarpus imbricatus,4,4,16,5.1
130,2013,Carpenter,CPB,7/22/2013,4,ALR,6,FLW,ORTHIMBR,Orthocarpus imbricatus,4,4,16,7
1993,2014,Frissel,M2,8/6/2014,5,RD,8,FLW,ORTHIMBR,Orthocarpus imbricatus,8,2,16,2
3460,2011,Frissel,RP1,7/26/2011,2,Vera,2,FLW,ORTHIMBR,Orthocarpus imbricatus,5,3.3,16.5,66
2611,2012,Frissel,M2,7/17/2014,2,Andy,5,FLW,ORTHIMBR,Orthocarpus imbricatus,5,3.3,16.5,64
3106,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",8,FLW,ORTHIMBR,Orthocarpus imbricatus,9,1.9,17.1,3
257,2011,Bunchgrass,BH,8/2/2011,3,"Tim, Andy",2,FLW,ORTHIMBR,Orthocarpus imbricatus,4,4.3,17.2,17.2
2522,2013,Frissel,NE,7/23/2013,4,Shannon,10,FLW,ORTHIMBR,Orthocarpus imbricatus,5,3.5,17.5,NA
3032,2013,Frissel,RP2,8/2/2013,5,Fabian,10,FLW,ORTHIMBR,Orthocarpus imbricatus,5,3.5,17.5,1
1939,2014,Carpenter,CPM,7/31/2014,4,RM,5,FLW,ORTHIMBR,Orthocarpus imbricatus,5,3.5,17.5,22
3518,2011,Frissel,RP1,8/3/2011,3,Vera,1,FLW,ORTHIMBR,Orthocarpus imbricatus,4,4.5,18,292.5
382,2012,Bunchgrass,BH,8/7/2014,4,Mark,8,FLW,ORTHIMBR,Orthocarpus imbricatus,1,18,18,777.6
635,2012,Cone,CNE,8/10/2014,4,Vera,1,FLW,ORTHIMBR,Orthocarpus imbricatus,3,6,18,40
2034,2012,Lookout,LM,8/9/2014,4,Vera,7,FLW,ORTHIMBR,Orthocarpus imbricatus,1,18,18,204
2669,2012,Frissel,M2,7/17/2014,2,Andy,9,FLW,ORTHIMBR,Orthocarpus imbricatus,3,6,18,24
1947,2014,Carpenter,CPM,7/31/2014,4,KH,9,FLW,ORTHIMBR,Orthocarpus imbricatus,6,3.33,19.98,16
72,2011,Bunchgrass,BD,8/2/2011,3,"Andy, Tim",8,FLW,ORTHIMBR,Orthocarpus imbricatus,4,5,20,20
1064,2012,Cone,CNT,8/16/2014,5,Andy,10,FLW,ORTHIMBR,Orthocarpus imbricatus,4,5,20,6
1108,2012,Carpenter,CPB,7/12/2014,2,Vera,4,FLW,ORTHIMBR,Orthocarpus imbricatus,5,4,20,2
1461,2012,Carpenter,CPM,8/8/2014,4,Andy,5,FLW,ORTHIMBR,Orthocarpus imbricatus,10,2,20,144
2979,2012,Frissel,RP1,7/17/2014,2,Linnet,5,FLW,ORTHIMBR,Orthocarpus imbricatus,4,5,20,28
1177,2013,Lookout,LM,7/15/2013,3,ALR,4,FLW,ORTHIMBR,Orthocarpus imbricatus,5,4,20,14
2110,2013,Frissel,M2,7/11/2013,2,Kyra,8,FLW,ORTHIMBR,Orthocarpus imbricatus,4,5,20,18
3046,2013,Frissel,RP2,8/7/2013,6,Scott,10,FLW,ORTHIMBR,Orthocarpus imbricatus,5,4,20,NA
2021,2014,Frissel,NE,7/26/2014,3,DY,8,FLW,ORTHIMBR,Orthocarpus imbricatus,5,4,20,5
2022,2014,Frissel,NE,7/30/2014,4,LKB,8,FLW,ORTHIMBR,Orthocarpus imbricatus,4,5,20,45
402,2012,Bunchgrass,BH,8/14/2014,5,Mark,3,FLW,ORTHIMBR,Orthocarpus imbricatus,3,6.7,20.1,NA
1778,2011,Carpenter,CPM,8/9/2011,4,Andy,4,FLW,ORTHIMBR,Orthocarpus imbricatus,9,2.3,20.7,20.7
1914,2014,Carpenter,CPB,7/29/2014,3,IP,5,FLW,ORTHIMBR,Orthocarpus imbricatus,7,3,21,3
1928,2014,Carpenter,CPB,8/7/2014,5,IP,10,FLW,ORTHIMBR,Orthocarpus imbricatus,7,3,21,7
2547,2013,Frissel,NE,8/7/2013,6,Fabian,3,FLW,ORTHIMBR,Orthocarpus imbricatus,5,4.5,22.5,301
1904,2014,Carpenter,CPB,8/7/2014,5,LKB,1,FLW,ORTHIMBR,Orthocarpus imbricatus,4,5.75,23,75.6
103,2011,Bunchgrass,BD,8/15/2011,4,Vera,7,FLW,ORTHIMBR,Orthocarpus imbricatus,6,4,24,24
1513,2011,Carpenter,CPB,8/9/2011,4,Tiffany,4,FLW,ORTHIMBR,Orthocarpus imbricatus,6,4,24,24
1530,2011,Carpenter,CPB,8/9/2011,4,Tiffany,8,FLW,ORTHIMBR,Orthocarpus imbricatus,12,2,24,24
3241,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",10,FLW,ORTHIMBR,Orthocarpus imbricatus,12,2,24,20
132,2012,Bunchgrass,BD,8/7/2014,4,Andy,2,FLW,ORTHIMBR,Orthocarpus imbricatus,6,4,24,110
981,2012,Cone,CNT,7/24/2014,2,Andy,7,FLW,ORTHIMBR,Orthocarpus imbricatus,6,4,24,25
1018,2012,Cone,CNT,8/3/2014,3,Vera,8,FLW,ORTHIMBR,Orthocarpus imbricatus,3,8,24,NA
1969,2012,Lookout,LM,8/6/2014,3,Vera,2,FLW,ORTHIMBR,Orthocarpus imbricatus,3,8,24,1
1274,2013,Lookout,LM,7/30/2013,5,Noelle,4,FLW,ORTHIMBR,Orthocarpus imbricatus,6,4,24,5
1058,2011,Cone,CNM,8/20/2011,5,Vera,4,FLW,ORTHIMBR,Orthocarpus imbricatus,5,5,25,25
1442,2011,Carpenter,CPB,8/2/2011,3,Sam,2,FLW,ORTHIMBR,Orthocarpus imbricatus,25,1,25,25
1494,2011,Carpenter,CPB,8/9/2011,4,Vera,1,FLW,ORTHIMBR,Orthocarpus imbricatus,5,5,25,25
219,2013,Carpenter,CPB,8/14/2013,7,Vera,2,FLW,ORTHIMBR,Orthocarpus imbricatus,5,5,25,2
1929,2014,Carpenter,CPM,7/29/2014,3,DY,1,FLW,ORTHIMBR,Orthocarpus imbricatus,5,5,25,42
1940,2014,Carpenter,CPM,8/7/2014,5,RD,5,FLW,ORTHIMBR,Orthocarpus imbricatus,5,5,25,52.5
2023,2014,Frissel,NE,8/6/2014,5,KH,8,FLW,ORTHIMBR,Orthocarpus imbricatus,7,3.6,25.2,25
411,2012,Bunchgrass,BH,8/14/2014,5,Andy,6,FLW,ORTHIMBR,Orthocarpus imbricatus,20,1.3,26,6
2012,2012,Lookout,LM,8/9/2014,4,Amanda,2,FLW,ORTHIMBR,Orthocarpus imbricatus,2,13,26,490
653,2011,Cone,CNE,8/12/2011,4,Vera,6,FLW,ORTHIMBR,Orthocarpus imbricatus,6,4.5,27,27
1438,2012,Carpenter,CPM,7/31/2014,3,Andy,10,FLW,ORTHIMBR,Orthocarpus imbricatus,9,3,27,1
